data,sp500_retorno,sp500_peso,sp500_saldo,sp500_mov,tbond_20_retorno,tbond_20_peso,tbond_20_saldo,tbond_20_mov,tbond_7_10_retorno,tbond_7_10_peso,tbond_7_10_saldo,tbond_7_10_mov,ouro_retorno,ouro_peso,ouro_saldo,ouro_mov,commodities_retorno,commodities_peso,commodities_saldo,commodities_mov,saldo_total,retorno_total
2017-10-01,0.0564,0.2090524680583265,41103.22485170179,0.0,0.031,0.1839533711997101,36168.32103862403,0.0,0.03,0.2013912869625113,39596.90803020872,0.0,0.0261,0.2106961803856577,41426.40629035842,0.0,0.0737,0.1949066933937943,38321.92806942438,0.0,196616.78828031733,0.04307464660441185
2017-11-01,0.0147,0.2129672524657091,41707.4422570218,0.0,-0.0077,0.1832612359088229,35889.82496662663,0.0,-0.0173,0.1986925125926254,38911.88152128612,0.0,-0.0099,0.2094380528270354,41016.28486808387,0.0,-0.0002,0.1956409462058073,38314.2636838105,0.0,195839.69729682893,-0.003952312466728336
2017-12-01,0.0304,0.21156774438227,42975.34850163526,0.0,0.0346,0.1827990199647873,37131.61291047191,0.0,0.0191,0.1952221454066662,39655.09845834268,0.0,0.0429,0.2105857776433439,42775.88348892466,0.0,0.0594,0.1998253126029326,40590.13094662884,0.0,203128.07430600334,0.03721603489882663
2018-01-01,0.0144,0.2047513293071861,40584.27071970979,-3009.922800349021,-0.0708,0.187340624158937,37133.25150753421,2630.556791123709,-0.0602,0.2067307679808637,40976.62018712189,3708.75865597144,-0.0087,0.2133975976464599,42298.06909251492,-105.6642100561003,-0.0036,0.1877796809065534,37220.27803853097,-3223.728436690006,198212.48954541178,-0.024199435638751043
2018-02-01,-0.0178,0.2023114147316976,39861.87070089896,0.0,-0.0111,0.1863708847647783,36721.07241580058,0.0,0.0109,0.2102359790907093,41423.26534716151,0.0,0.002,0.2151052324478456,42382.66523069995,0.0,-0.0155,0.1859764889649691,36643.36372893374,0.0,197032.23742349475,-0.005954479077599384
2018-03-01,-0.0061,0.1954984499265871,39618.71328962348,0.0,0.0484,0.1899701299832384,38498.37232072532,0.0,0.0315,0.2108417026681436,42728.0982055971,0.0,0.0266,0.2147002130194444,43510.04412583656,0.0,0.0452,0.1889895044025866,38299.64376948155,0.0,202654.871711264,0.028536621018438346
2018-04-01,0.0435,0.1959672796412664,41342.1273177221,0.0,0.0168,0.1855532859521036,39145.14497571351,0.0,0.0256,0.207721915670656,43821.93751966039,0.0,0.0332,0.2130907829244119,44954.57759081433,0.0,0.0888,0.197666735811562,41700.65213621151,0.0,210964.43954012185,0.041003543407024834
2018-05-01,0.1012,0.1983361472935904,45525.95060227557,0.0,0.0971,0.1870970633018324,42946.13855285529,0.0,0.0865,0.2074264601328257,47612.53511511102,0.0,0.0635,0.2082832114983296,47809.19326783104,0.0,0.0946,0.1988571177734219,45645.53382829712,0.0,229539.35136637004,0.088047596394631
2018-06-01,0.0418,0.1999135132644924,47428.9353374507,0.0,0.0411,0.188458331986635,44711.22484737763,0.0,0.0368,0.2080726843548835,49364.67640734711,0.0,0.0004,0.2015969113791234,47828.31694513817,0.0,0.0497,0.2019585590148656,47914.11685956349,0.0,237247.2703968771,0.03357994602940373
2018-07-01,0.0,0.2260174647370835,51272.42272999897,3843.487392548268,-0.0508,0.1801897896822531,40876.34147637729,-1563.553148753563,-0.0417,0.2010667672493307,45612.31716918082,-1693.852231979909,-0.0569,0.2094409965633797,47512.02445917868,2405.138748218866,-0.0698,0.1832849817679531,41578.49074273228,-2991.220760033677,226851.59657746804,-0.04381788587922952
